CRN,Course,Sec,Seats,Title,Days,Times,Instructor,Loc,Class Info
24098,HIST 17C,59Z,Open,"""History of the United States from 1900 to the Present""",·······,TBA-TBA,Hai Nguyen,ONLINE,OL 
26421,HIST 18A,60Z,WL,"""African American History to 1865""",·······,TBA-TBA,Julie Keiffer-Lewis,ONLINE,OL 
27844,HLTH 21,01Z,Open,"""Contemporary Health Concerns""",··W····,01:35 PM-03:00 PM,Alison Campbell,ONLINE,OL 
26055,HLTH 21,01GZ,Open,"""Contemporary Health Concerns""",··W····,01:35 PM-03:00 PM,Alison Campbell,ONLINE,OL 
26792,HLTH 21,51Z,WL,"""Contemporary Health Concerns""",·······,TBA-TBA,Barbara Liechty,ONLINE,$0OLLQ 
26795,HLTH 21,52Z,Open,"""Contemporary Health Concerns""",·······,TBA-TBA,Barbara Liechty,ONLINE,$0OL 
27786,HLTH 21,53Z,WL,"""Contemporary Health Concerns""",·······,TBA-TBA,Barbara Liechty,ONLINE,$0OLLQ 
01160,HNDI 1,40Z,WL,"""Elementary Hindi (First Quarter)""",·T·R···,06:00 PM-08:15 PM,Nilu Gupta,ONLINE,OL 
23700,HTEC 50,01Z,Open,"""Introduction to Health Technologies""",····F··,10:30 AM-12:20 PM,Sumedha Sherlekar,ONLINE,OL Download Syllabus for HTEC 50 01Z 
01165,HTEC 60A,01Z,Open,"""Basic Medical Terminology""",·······,TBA-TBA,Maureen Miramontes,ONLINE,OL 
01167,HTEC 60A,02Z,Open,"""Basic Medical Terminology""",·······,TBA-TBA,Sumedha Sherlekar,ONLINE,OL Download Syllabus for HTEC 60A 02Z 
27863,HTEC 60G,01Z,Open,"""Advanced Medical Terminology I""",·T·····,09:30 AM-11:20 AM,Susan Schmitz,ONLINE,OL Download Syllabus for HTEC 60G 01Z 
25362,HTEC 61,01Z,Open,"""Medical Communications""",·T·····,05:30 PM-06:20 PM,Roy Shurtliff,ONLINE,OL 
24836,HTEC 72,61Z,Open,"""Medical Office Financial Procedures""",··W····,06:00 PM-06:50 PM,Sunita Rangwala,ONLINE,OL 
23705,HTEC 73,01Z,Open,"""Medical Law and Ethics""",···R···,05:30 PM-08:20 PM,Roy Shurtliff,ONLINE,OL 
25365,HTEC 74A,01Z,Open,"""Medical Transcription with Editing I""",·······,TBA-TBA,Roy Shurtliff,ONLINE,OL 
26800,HTEC 75,01Z,Open,"""Electronic Health Records""",M······,06:00 PM-06:50 PM,Marjorie Guanzon,ONLINE,OL 
01179,HTEC 80A,01Z,Open,"""Clinical Hematology Lecture""",M······,05:30 PM-09:45 PM,Thuy Pinheiro,ONLINE,OL 
26831,HTEC 82A,62Z,Open,"""Clinical Coagulation Lecture""",·T·····,05:00 PM-06:15 PM,Eric Moon,ONLINE,OL 
26125,HTEC 101C,61Z,Open,"""Skill Building in Medical Communications""",··W····,05:30 PM-08:20 PM,Roy Shurtliff,ONLINE,OL 
01191,HTEC 101D,02Z,Open,"""Skill Building in Medical Office Financial Procedures""",·T·····,06:00 PM-08:50 PM,Marjorie Guanzon,ONLINE,OL 
26128,HTEC 101H,01Z,Open,"""Skill Building in Medical Transcription and Editing I""",·······,TBA-TBA,Roy Shurtliff,ONLINE,OL 
27783,HTEC 110,50Z,Open,"""Health Technologies Employment Preparation""",·······,TBA-TBA,Maureen Miramontes,ONLINE,OL 
24520,HUMA 10,01Z,WL,"""Human Sexuality""",·······,TBA-TBA,Pauline Wethington,ONLINE,OL 
24960,HUMA 10,04Z,Open,"""Human Sexuality""",··W····,09:30 AM-10:20 AM,Kevin Glapion,ONLINE,OL 
24696,HUMA 10,65Z,Open,"""Human Sexuality""",·······,TBA-TBA,Herminio Hernando,ONLINE,OL 
26517,HUMA 20,01Z,Open,"""Life Skills for Higher Education""",····F··,09:00 AM-10:50 AM,Melinda Hughes,ONLINE,OL 
27443,HUMA 20,02Z,Open,"""Life Skills for Higher Education""",·······,TBA-TBA,"JOPLIN-LIGHTFOOTE, NATASHA",ONLINE,OL 
25223,HUMA 30,01Z,WL,"""Understanding and Managing Stress""",·T·····,10:30 AM-11:20 AM,Shireen Woo,ONLINE,OL 
25216,HUMA 30,62Z,Open,"""Understanding and Managing Stress""",·······,TBA-TBA,KD Huynh,ONLINE,OL 
01216,HUMI 1,50Z,WL,"""Creative Minds""",·······,TBA-TBA,Lori Clinchard,ONLINE,OL 
01221,HUMI 1,51Z,WL,"""Creative Minds""",·······,TBA-TBA,Barbara Hoffman,ONLINE,OL 
22801,HUMI 1,52Z,WL,"""Creative Minds""",·······,TBA-TBA,Alysia Rueda,ONLINE,OL 
27716,HUMI 1,53Z,WL,"""Creative Minds""",·······,TBA-TBA,Raeann Ramsey,ONLINE,OL 
23163,HUMI 1,54Z,WL,"""Creative Minds""",·······,TBA-TBA,Apryl Berney,ONLINE,OL 
22238,HUMI 1,55Z,WL,"""Creative Minds""",·······,TBA-TBA,Lori Clinchard,ONLINE,OL 
26386,HUMI 1,56Z,WL,"""Creative Minds""",·······,TBA-TBA,Elvin Ramos,ONLINE,OL 
24524,HUMI 1,57Z,WL,"""Creative Minds""",·······,TBA-TBA,Alysia Rueda,ONLINE,OL 
27311,HUMI 1,58Z,WL,"""Creative Minds""",·······,TBA-TBA,"ACIDO, JEFFREY",ONLINE,OL 
27969,HUMI 1H,50Z,Open,"""Creative Minds - HONORS""",·······,TBA-TBA,Lori Clinchard,ONLINE,OL 
27970,HUMI 1H,55Z,Open,"""Creative Minds - HONORS""",·······,TBA-TBA,Lori Clinchard,ONLINE,OL 
27717,HUMI 5,50Z,WL,"""Storytelling in American Culture""",·······,TBA-TBA,Wendy White,ONLINE,OLLQ Download Syllabus for HUMI 5 50Z 
25221,HUMI 6,50Z,WL,"""Popular Culture""",·······,TBA-TBA,Raeann Ramsey,ONLINE,OL 
20283,HUMI 6,51Z,WL,"""Popular Culture""",·······,TBA-TBA,Apryl Berney,ONLINE,OL 
01225,HUMI 7,50Z,Open,"""The Arts and the Human Spirit""",·······,TBA-TBA,Rashi Jackman,ONLINE,OL 
25875,HUMI 9,50Z,Open,"""Introduction to Comparative Religion""",·······,TBA-TBA,Javier Galindo,ONLINE,OL 
25798,HUMI 13,61Z,Open,"""Introduction to Korean Popular Culture""",·······,TBA-TBA,Young Jung,ONLINE,OL 
27718,HUMI 15,50Z,Open,"""Discussion on the Arts""",·······,TBA-TBA,Barbara Hoffman,ONLINE,OL 
27006,HUMI 16,01Z,Open,"""Arts, Ideas and Values""",M······,09:30 AM-10:20 AM,Barbara Hoffman,ONLINE,OL 
01239,HUMI 16,50Z,WL,"""Arts, Ideas and Values""",·······,TBA-TBA,Leslie Berry,ONLINE,OL 
23164,HUMI 16,51Z,WL,"""Arts, Ideas and Values""",·······,TBA-TBA,Leslie Berry,ONLINE,OL 
25878,HUMI 20,50Z,Open,"""The Greek Achievement""",·······,TBA-TBA,Rashi Jackman,ONLINE,OL 
26486,ICS 25,50Z,Open,"""Grassroots Democracy: Race, Politics and the American Promise""",·······,TBA-TBA,Laura Chin,ONLINE,OL 
27057,ICS 27,01EZ,WL,"""Grassroots Democracy: Leadership and Power""",·T·R···,06:00 PM-07:50 PM,Cynthia Kaufman,ONLINE,OL 
27720,INTL 8,50Z,Open,"""Sociology of Globalization and Social Change""",·······,TBA-TBA,Kamau Birago,ONLINE,OL 
27623,INTL 22,60Z,WL,"""History of Art: Arts of Africa, Oceania and Native North America""",·······,TBA-TBA,Catie Cadge-Moore,ONLINE,OL 
26321,ITAL 1,02Z,Open,"""Elementary Italian (First Quarter)""",M·W····,06:00 PM-07:50 PM,Diana Ferrara,ONLINE,OL 
01313,JAPN 1,40Z,WL,"""Elementary Japanese (First Quarter)""",M·W····,04:00 PM-06:15 PM,Yumi Mccormick,ONLINE,OL 
01324,JOUR 2,52Z,WL,"""Media and Its Impact On Society""",·······,TBA-TBA,Gail McElroy,ONLINE,OL Download Syllabus for JOUR 2 52Z 
01324,JOUR 2,52Z,WL,"""Media and Its Impact On Society""",·······,TBA-TBA,Gail McElroy,ONLINE,OL Download Syllabus for JOUR 2 52Z 
25567,JOUR 2,53Z,WL,"""Media and Its Impact On Society""",·······,TBA-TBA,Gail McElroy,ONLINE,OL Download Syllabus for JOUR 2 53Z 
25567,JOUR 2,53Z,WL,"""Media and Its Impact On Society""",·······,TBA-TBA,Gail McElroy,ONLINE,OL Download Syllabus for JOUR 2 53Z 
21821,JOUR 62A,62Z,Open,"""Freelance Reporting for Student Media""",·······,TBA-TBA,Farideh Dada,ONLINE,$0OL Download Syllabus for JOUR 62A 62Z 
21822,JOUR 62B,62Z,Open,"""Freelance Photography for Student Media""",·······,TBA-TBA,Farideh Dada,ONLINE,$0OL Download Syllabus for JOUR 62B 62Z 
21823,JOUR 62C,62Z,Open,"""Freelance Video Production for Student Media""",·······,TBA-TBA,Farideh Dada,ONLINE,$0OL Download Syllabus for JOUR 62C 62Z 
21824,JOUR 62D,62Z,Open,"""Freelance Digital Production for Student Media""",·······,TBA-TBA,Farideh Dada,ONLINE,$0OL Download Syllabus for JOUR 62D 62Z 
21825,JOUR 62E,62Z,Open,"""Freelance Graphic Production for Student Media""",·······,TBA-TBA,Farideh Dada,ONLINE,$0OL Download Syllabus for JOUR 62E 62Z 
26851,JOUR 62F,62Z,Open,"""Freelance Copy Editing for Student Media""",·······,TBA-TBA,Farideh Dada,ONLINE,$0OL Download Syllabus for JOUR 62F 62Z 
26594,KNES 6AX,51Z,WL,"""Aerobic Power Walking""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
27136,KNES 6AX,52Z,WL,"""Aerobic Power Walking""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OL 
27141,KNES 11AX,50Z,WL,"""Cardio Kick""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
23416,KNES 15CX,02Z,Open,"""Total Fitness""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OL 
27140,KNES 15CX,50Z,WL,"""Total Fitness""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
27137,KNES 15CX,53Z,WL,"""Total Fitness""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OL 
23479,KNES 15EX,03Z,WL,"""Cardiovascular and Strength Training""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OL 
27138,KNES 15EX,50Z,WL,"""Cardiovascular and Strength Training""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OL 
27142,KNES 15EX,51Z,WL,"""Cardiovascular and Strength Training""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
26593,KNES 19EX,50Z,WL,"""Body Sculpting""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OL 
26595,KNES 19EX,51Z,WL,"""Body Sculpting""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
26592,KNES 19GX,50Z,WL,"""Core Conditioning""",·······,TBA-TBA,Danielle Altman,ONLINE,OL 
26596,KNES 19GX,51Z,WL,"""Core Conditioning""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
28019,KNES 19GX,52Z,WL,"""Core Conditioning""",·······,TBA-TBA,Danielle Altman,ONLINE,OLLQ 
27088,KNES 22AX,50Z,Open,"""Hatha Yoga""",·······,TBA-TBA,Danielle Altman,ONLINE,OL 
27978,KNES 22AX,51Z,WL,"""Hatha Yoga""",·······,TBA-TBA,Danielle Altman,ONLINE,OLLQ 
27979,KNES 22DX,50Z,WL,"""Flow Yoga""",·······,TBA-TBA,Danielle Altman,ONLINE,OLLQ 
27792,KNES 22DX,52Z,Open,"""Flow Yoga""",·······,TBA-TBA,Danielle Altman,ONLINE,OL 
23459,KNES 25AX,02Z,WL,"""Stretching""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OL 
26597,KNES 25AX,50Z,Full,"""Stretching""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
24083,KNES 25BX,02Z,WL,"""Active Isolated Stretching""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OL 
26598,KNES 25BX,50Z,WL,"""Active Isolated Stretching""",·······,TBA-TBA,Rachel Catuiza,ONLINE,OLLQ 
27799,KNES 26AX,50Z,WL,"""Basic Pilates Mat Exercise""",·······,TBA-TBA,Danielle Altman,ONLINE,OL 
28020,KNES 26AX,51Z,WL,"""Basic Pilates Mat Exercise""",·······,TBA-TBA,Danielle Altman,ONLINE,OLLQ 
27085,KNES 26BX,50Z,Open,"""Integrated Pilates Mat Exercise""",·······,TBA-TBA,Danielle Altman,ONLINE,OL 
28021,KNES 26BX,51Z,Open,"""Integrated Pilates Mat Exercise""",·······,TBA-TBA,Danielle Altman,ONLINE,OLLQ 
23522,KNES 39AX,01Z,Open,"""Volleyball Level 1""",·······,TBA-TBA,Dawnis Guevara,ONLINE,OL 
24674,KNES 39BX,01Z,Open,"""Volleyball Level 2""",·······,TBA-TBA,Dawnis Guevara,ONLINE,OL 
23986,KNES 45,62Z,WL,"""Introduction to Kinesiology""",·······,TBA-TBA,Cheryl Owiesny,ONLINE,OL 
25352,KNES 45,66Z,WL,"""Introduction to Kinesiology""",·······,TBA-TBA,Cheryl Owiesny,ONLINE,OLLQ 
26811,KNES 47,63Z,WL,"""Introduction to Women in Sports""",·······,TBA-TBA,Dawnis Guevara,ONLINE,OL 
25874,KNES 48,50Z,WL,"""Introduction to Coaching""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OLLQ 
27307,KNES 48,51Z,Open,"""Introduction to Coaching""",·······,TBA-TBA,Joe D'Agostino,ONLINE,OL 
25839,KNES 50A,63Z,WL,"""Orientation to Lifetime Fitness""",·······,TBA-TBA,Jason Damjanovic,ONLINE,OLLQ 
22480,KORE 1,40Z,Open,"""Elementary Korean (First Quarter)""",·T·R···,06:30 PM-08:45 PM,Soo Choi,ONLINE,OL 
02699,KORE 1,41Z,Open,"""Elementary Korean (First Quarter)""",M·W····,04:00 PM-06:15 PM,Soo Choi,ONLINE,OL 
26995,KORE 2,40Z,Open,"""Elementary Korean (Second Quarter)""",M·W····,06:30 PM-08:45 PM,Young Sook Kim,ONLINE,OL 
20993,LIB 1,62Z,Open,"""Library Research Skills""",·······,TBA-TBA,Alex Swanner,ONLINE,OL 
22532,LIB 1,65Z,WL,"""Library Research Skills""",·······,TBA-TBA,Alex Swanner,ONLINE,OLLQ 
20997,LIB 53,62Z,Open,"""Advanced Internet Searching""",·······,TBA-TBA,Alex Swanner,ONLINE,OL 
01359,LING 1,50Z,Open,"""Introduction to Linguistics""",·······,TBA-TBA,Jasmina Topalovic,ONLINE,OL Download Syllabus for LING 1 50Z 
27723,LRNA 96,01Z,Open,"""Introduction to Individual and Group Peer Tutoring""",····F··,10:30 AM-12:20 PM,Diana Alves de Lima,ONLINE,OLLQ 
02744,LRNA 97,01Z,Open,"""Introduction to Peer Tutoring in Writing and Reading""",···R···,04:00 PM-05:50 PM,Diana Alves de Lima,ONLINE,OL 
27724,LRNA 98,01Z,Open,"""Tutor Training for Math/Science Tutors""",····F··,01:30 PM-03:40 PM,Diana Alves de Lima,ONLINE,OLLQ 
24835,LS 207,01Z,Open,"""Introductory Writing and Grammar Skills""",M·W····,11:30 AM-01:20 PM,Cathy Patel,ONLINE,OL 
26663,MAND 1,01Z,Open,"""Elementary Mandarin (First Quarter)""",MTWR···,01:00 PM-01:50 PM,Hua-Fu Liu,ONLINE,OL 
01458,MAND 1,41Z,WL,"""Elementary Mandarin (First Quarter)""",M·W····,06:30 PM-08:45 PM,Hua-Fu Liu,ONLINE,OL 
27607,MAND 3,01Z,Open,"""Elementary Mandarin (Third Quarter)""",·T·····,06:30 PM-08:45 PM,April Phung,ONLINE,OL 
20547,MAND 4,40Z,WL,"""Intermediate Mandarin (First Quarter)""",·T·R···,06:30 PM-08:45 PM,Hua-Fu Liu,ONLINE,OL 
26417,MAND 51,01Z,WL,"""Introduction to Translation and Interpreting""",··W····,06:30 PM-08:45 PM,Yang Shao,ONLINE,OL 
26983,MAND 53,01Z,Open,"""Mandarin/English Linguistics Analysis""",·T·····,06:30 PM-08:45 PM,Diana Li,ONLINE,OL 
27469,MATH 1A,01Z,Open,"""Calculus""",MTWR···,08:30 AM-09:20 AM,Victor Legge,ONLINE,OL 
27476,MATH 1A,15Z,Open,"""Calculus""",MTWR···,11:30 AM-12:20 PM,Victor Legge,ONLINE,OL 
27482,MATH 1A,29Z,WL,"""Calculus""",M·W····,04:00 PM-06:15 PM,Charles De Vogelaere,ONLINE,OL 
27484,MATH 1A,33Z,Open,"""Calculus""",M·W····,06:30 PM-08:45 PM,Millia Ison,ONLINE,OL 
27486,MATH 1A,61Z,Open,"""Calculus""",·······,TBA-TBA,Nahrin Rashid,ONLINE,OL 
27487,MATH 1A,62Z,Open,"""Calculus""",·······,TBA-TBA,Millia Ison,ONLINE,OL 
27488,MATH 1A,63Z,WL,"""Calculus""",·······,TBA-TBA,John Jimenez,ONLINE,OL 
27497,MATH 1B,15Z,Open,"""Calculus""",M·W····,04:00 PM-06:15 PM,Millia Ison,ONLINE,OL 
27499,MATH 1B,19Z,Open,"""Calculus""",M·W····,06:30 PM-08:45 PM,Salvador Guerrero,ONLINE,OL 
27501,MATH 1B,61Z,Open,"""Calculus""",·······,TBA-TBA,Loraine Moen,ONLINE,OL 
28012,MATH 1BH,19Z,Open,"""Calculus - HONORS""",M·W····,06:30 PM-08:45 PM,Salvador Guerrero,ONLINE,OL 
27507,MATH 1C,15Z,Open,"""Calculus""",·T·R···,04:00 PM-06:15 PM,Misako Van Der Poel,ONLINE,OL 
27508,MATH 1C,17Z,WL,"""Calculus""",·T·R···,06:30 PM-08:45 PM,Ducq Nguyen,ONLINE,OL 
27946,MATH 1C,51Z,Open,"""Calculus""",·······,TBA-TBA,Bijan Sadeghi-Hassanvand,ONLINE,OL 
27513,MATH 1D,21Z,WL,"""Calculus""",·T·R···,04:00 PM-06:15 PM,Paul Du,ONLINE,OL 
27514,MATH 1D,23Z,WL,"""Calculus""",·T·R···,06:30 PM-08:45 PM,Paul Du,ONLINE,OL 
27947,MATH 1D,51Z,WL,"""Calculus""",·······,TBA-TBA,Ducq Nguyen,ONLINE,OL 
27516,MATH 2A,13Z,Open,"""Differential Equations""",·T·R···,04:00 PM-06:15 PM,Hassan Bourgoub,ONLINE,OL 
27518,MATH 2B,13Z,Open,"""Linear Algebra""",M·W····,04:00 PM-06:15 PM,Misako Van Der Poel,ONLINE,OL 
27540,MATH 10,30Z,Open,"""Introductory Statistics""",M·W····,04:00 PM-06:15 PM,Renuka Kapur,ONLINE,OL 
27542,MATH 10,32Z,Open,"""Introductory Statistics""",M·W····,06:30 PM-08:45 PM,Usha Ganeshalingam,ONLINE,OL 
27536,MATH 10,35Z,Open,"""Introductory Statistics""",M·W····,01:30 PM-03:45 PM,Leah Lane,ONLINE,OL 
27537,MATH 10,37Z,Open,"""Introductory Statistics""",·T·R···,01:30 PM-03:45 PM,Nahrin Rashid,ONLINE,OL 
27543,MATH 10,40Z,Open,"""Introductory Statistics""",M·W····,06:30 PM-08:45 PM,Charles De Vogelaere,ONLINE,OL 
27545,MATH 10,42Z,Open,"""Introductory Statistics""",·T·R···,06:30 PM-08:45 PM,Teck Ky,ONLINE,OL 
27546,MATH 10,43Z,Open,"""Introductory Statistics""",·T·R···,06:30 PM-08:45 PM,Parviz Sales,ONLINE,OL 
27547,MATH 10,44Z,Open,"""Introductory Statistics""",·T·R···,06:30 PM-08:45 PM,"HINGTGEN, ROBERT",ONLINE,OL 
27544,MATH 10,45Z,Open,"""Introductory Statistics""",M·W····,06:30 PM-08:45 PM,Misako Van Der Poel,ONLINE,OL 
27541,MATH 10,60Z,WL,"""Introductory Statistics""",·······,TBA-TBA,Loraine Moen,ONLINE,OL 
27548,MATH 10,61Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Loraine Moen,ONLINE,OL 
27549,MATH 10,62Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Richard Lopez,ONLINE,OL 
27550,MATH 10,63Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Danny Tran,ONLINE,OL 
27551,MATH 10,64Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Richard Lopez,ONLINE,OL 
27553,MATH 10,66Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Fatemeh Yarahmadi,ONLINE,OL 
27554,MATH 10,67Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Leah Lane,ONLINE,OL 
27555,MATH 10,68Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Danny Tran,ONLINE,OL 
27556,MATH 10,69Z,WL,"""Introductory Statistics""",·······,TBA-TBA,Usha Ganeshalingam,ONLINE,OL 
27557,MATH 10,70Z,WL,"""Introductory Statistics""",·······,TBA-TBA,Usha Ganeshalingam,ONLINE,OL 
27560,MATH 11,25Z,WL,"""Finite Mathematics""",·T·R···,04:00 PM-06:15 PM,Lilit Mazmanyan,ONLINE,OL 
27561,MATH 11,60Z,Open,"""Finite Mathematics""",·······,TBA-TBA,Kejian Shi,ONLINE,OL 
27563,MATH 12,61Z,Open,"""Introductory Calculus for Business and Social Science""",·······,TBA-TBA,Kejian Shi,ONLINE,OL 
27565,MATH 22,25Z,Open,"""Discrete Mathematics""",·T·R···,06:30 PM-08:45 PM,Reza Shariatmadari,ONLINE,OL 
27948,MATH 22,51Z,WL,"""Discrete Mathematics""",·······,TBA-TBA,Lilit Mazmanyan,ONLINE,OL 
27578,MATH 31,27Z,Open,"""Precalculus I""",M·W····,04:00 PM-06:15 PM,Hemendra Shah,ONLINE,OL 
27580,MATH 31,31Z,Open,"""Precalculus I""",·T·R···,04:00 PM-06:15 PM,Hemendra Shah,ONLINE,OL 
27581,MATH 31,33Z,WL,"""Precalculus I""",·T·R···,06:30 PM-08:45 PM,Lilit Mazmanyan,ONLINE,OL 
27582,MATH 31,35Z,Open,"""Precalculus I""",M·W····,06:30 PM-08:45 PM,George Krestas,ONLINE,OL 
27591,MATH 32,35Z,Open,"""Precalculus II""",M·W····,06:30 PM-08:45 PM,Richard Lopez,ONLINE,OL 
27592,MATH 44,13Z,Open,"""Mathematics in Art, Culture, and Society: A Liberal Arts Math Class""",·T·R···,04:00 PM-06:15 PM,William Wilson,ONLINE,OL 
27593,MATH 44,15Z,Open,"""Mathematics in Art, Culture, and Society: A Liberal Arts Math Class""",M·W····,04:00 PM-06:15 PM,Maryam Arvizu,ONLINE,OL 
27594,MATH 46,13Z,Open,"""Mathematics for Elementary Education""",·T·R···,04:00 PM-06:15 PM,Reza Shariatmadari,ONLINE,OL 
21569,MET 10,50Z,Open,"""Weather and Climate Processes""",·······,TBA-TBA,Bridget James,ONLINE,OL 
24621,MET 10,65Z,Open,"""Weather and Climate Processes""",·······,TBA-TBA,Bridget James,ONLINE,OL 
25429,MET 10L,62Z,Open,"""Meteorology Laboratory""",·······,TBA-TBA,Alicia Mullens,ONLINE,OL 
27589,MET 20L,62Z,Open,"""Climate Change Laboratory""",·······,TBA-TBA,Alicia Mullens,ONLINE,OL 
